"file name,","file size,","number of words,","% positive,","% negative,","% uncertainty,","% litigious,","% modal-weak,","% modal moderate,","% modal strong,","% constraining,","# of alphabetic,","# of digits,","# of numbers,","avg # of syllables per word,","average word length,",vocabulary
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000005513_2023-03-31_10Q_extracted.txt,350281,42708,1.0138615716025101,1.7420623770722115,1.5805001404889014,0.8967874871218507,0.3348318816146858,0.29970965627048796,0.24819705909899784,0.41210077737192097,264146,20200,4744,1.9209749929755549,5.637702538166152,2324
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000005513_2023-06-30_10Q_extracted.txt,373183,44175,0.9960384833050367,1.7294850028296547,1.5393322014714206,0.8783248443689871,0.32371250707413696,0.2965478211658178,0.24674589700056593,0.400679117147708,275676,25305,6130,1.9162422184493493,5.611046972269383,2324
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000005513_2023-09-30_10Q_extracted.txt,395540,46850,0.975453575240128,1.7182497331910351,1.6691568836712916,0.855923159018143,0.311632870864461,0.29242262540021347,0.22838847385272146,0.38633938100320175,292838,26727,6440,1.907556029882604,5.599039487726787,2332
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000005513_2024-03-31_10Q_extracted.txt,292032,34792,1.057714417107381,1.6498045527707519,1.3911243964129685,0.6955621982064842,0.34490687514371116,0.29604506783168544,0.2586801563577834,0.508737640836974,218845,17935,4238,1.9192917912163716,5.633421476201425,2189
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000005513_2024-06-30_10Q_extracted.txt,317672,36916,1.0727056019070322,1.6740708635821868,1.316502329613176,0.6474157546863148,0.3250623036081916,0.2844295156571676,0.24650558023621194,0.4821757503521509,232485,23080,5670,1.9127207714812005,5.615315852205006,2204
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006201_2019-03-31_10Q_extracted.txt,244437,31988,0.5627110166312367,2.5321995748405652,1.875703388770789,1.388020507690384,1.0660247592847318,0.34387895460797796,0.35638364386644994,1.0816556208578216,190928,8668,2266,1.8892397148930848,5.607727897961736,2614
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006201_2019-06-30_10Q_extracted.txt,278547,35991,0.5695868411547331,2.547859187018977,1.7115389958600762,1.4253563390847712,0.978022283348615,0.31396738073407243,0.34453057708871665,1.0724903448084242,215085,11988,3221,1.8858047845294656,5.5950376483009645,2672
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006201_2019-09-30_10Q_extracted.txt,299304,38331,0.5452505804701155,2.4079726592053428,1.596618924630195,1.325298061621142,0.9183167671075629,0.2921916986251337,0.34175993321332604,1.0774568886801805,230301,13419,3627,1.872453105841225,5.574000156531267,2713
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006201_2020-03-31_10Q_extracted.txt,337114,45007,0.5643566556313462,2.6218143844290887,1.8530450818761524,1.1531539538294044,0.9754038260715,0.2910658342035683,0.43548781300686557,1.3331259581842825,264967,10475,2900,1.8701090941409113,5.56491212478059,2860
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006201_2020-06-30_10Q_extracted.txt,375983,49373,0.5671115792032082,2.5033925424827337,1.735766512061248,1.099791383954793,0.8972515342393615,0.2815303911044498,0.4334352783910234,1.2901788426872987,291769,14033,4030,1.8660401433982137,5.5602859862677985,2933
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006201_2020-09-30_10Q_extracted.txt,424226,56315,0.5327177483796501,2.3510609961821896,1.669182278256237,0.9979579152978779,0.8576755748912368,0.23439580928704606,0.4528100861227026,1.317588564325668,330713,16237,4825,1.858350350705851,5.534955162922845,2962
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006201_2021-03-31_10Q_extracted.txt,360925,47999,0.5604283422571303,2.404216754515719,1.658367882664222,1.0583553824038,0.916685764286756,0.30625638034125713,0.38959144982187127,1.3437779953749036,285763,10908,3125,1.8802266713889872,5.575053646950978,2987
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006201_2021-06-30_10Q_extracted.txt,396499,52001,0.5749889425203362,2.2307263321859194,1.5980461914193957,0.9788273302436491,0.8384454145112593,0.27884079152323993,0.34807022941866506,1.2653602815330476,310603,14428,4094,1.87904078767716,5.574796638526182,2998
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006201_2021-09-30_10Q_extracted.txt,408005,53282,0.572425959986487,2.2840734206673923,1.5990390751097932,0.9684321159115649,0.8239180210953042,0.2777673510754101,0.3397019631395218,1.2874892083630494,319537,15051,4243,1.8757178784580157,5.573533275777936,3036
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006201_2022-03-31_10Q_extracted.txt,303307,40732,0.6211332613178827,2.597466365511146,2.0156142590592165,1.1195129136796622,1.1342433467543944,0.33634488853972305,0.3510753216144555,1.3772954924874792,240309,9252,2614,1.88495531768634,5.582294019444172,2991
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006201_2022-06-30_10Q_extracted.txt,330244,43684,0.6089185971980587,2.4448310594267926,1.9229008332570279,1.0827763025363977,1.071330464243201,0.31361596923358664,0.322772639868144,1.3094039007416904,258538,12268,3464,1.8832524494093947,5.576755791594176,3010
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006201_2022-09-30_10Q_extracted.txt,336763,44319,0.6159886279022541,2.4684672488097656,1.8930932557142535,1.1236715629865295,1.0740314537782891,0.31363523545206345,0.32491707845393625,1.2974119452153705,263678,12631,3542,1.8828042148965456,5.58584354340125,3048
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006201_2023-03-31_10Q_extracted.txt,303125,40492,0.5778919292699792,2.6894201323718265,1.9139583127531365,1.3780499851822583,1.1631927294280353,0.3605650498863973,0.367973920774474,1.405215845105206,239601,9494,2635,1.8855823372518028,5.5832263163093945,3046
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006201_2023-06-30_10Q_extracted.txt,326056,42921,0.5917849071550056,2.481302858740477,1.8312714056056476,1.3163719391440087,1.090375340742294,0.32851051932620395,0.3518091377181333,1.2814240115561146,254483,12535,3485,1.8808741641620652,5.571258824351716,3009
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006201_2023-09-30_10Q_extracted.txt,330751,43376,0.6086315012910365,2.4276097381040205,1.733677609738104,1.2149575802286978,1.0812430837329399,0.3250645518258945,0.3412025082995205,1.318701586130579,258299,12838,3565,1.8835531169310218,5.583709885651051,3009
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006201_2024-03-31_10Q_extracted.txt,280502,37521,0.6049945363929532,2.8330801417872657,1.9935502785107009,1.2632925561685457,1.2179845952933024,0.3864502545241331,0.338477119479758,1.3219263878894485,222462,8430,2340,1.8979238293222462,5.622717944617681,2983
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006201_2024-06-30_10Q_extracted.txt,315905,41604,0.5768676088837612,2.6223440053840976,1.8868378040573022,1.3700605710989326,1.1369099125084126,0.34371695029324106,0.3052591097009903,1.27151235458129,247170,11881,3293,1.8950581674838958,5.608210748966446,3025
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006281_2019-02-02_10Q_extracted.txt,163531,21400,0.836448598130841,2.2803738317757007,1.8411214953271027,1.2476635514018692,1.0186915887850467,0.294392523364486,0.25700934579439255,0.780373831775701,126168,6939,1755,1.905233644859813,5.613317757009346,2129
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006281_2019-05-04_10Q_extracted.txt,169982,21966,0.8148957479741419,2.2625876354365837,1.8301010652827097,1.1927524355822636,1.010652827096422,0.28680688336520077,0.25493945188017847,0.7648183556405354,128657,8738,2071,1.903896931621597,5.608212692342711,2139
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006281_2019-08-03_10Q_extracted.txt,179762,23410,0.7817172148654421,2.285348141819735,1.734301580521145,1.1917983767620675,0.9568560444254591,0.2819307988039299,0.25630072618539085,0.7902605724049552,136781,9109,2199,1.9,5.601281503630927,2183
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006281_2020-02-01_10Q_extracted.txt,138131,18044,0.8479272888494791,2.4273996896475283,2.0782531589448014,1.2192418532476168,1.1693637774329417,0.2383063622256706,0.2992684548880514,0.8035912214586567,107507,5563,1330,1.9250166260252715,5.664209709598759,2087
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006281_2020-05-02_10Q_extracted.txt,156940,20287,0.7837531424064672,2.4646325232907773,1.981564548725785,1.1140139005274314,1.118943165574013,0.2513925173756593,0.3056144328880564,0.8576921181051905,119584,7525,1846,1.9156109824025238,5.640212944250012,2210
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006281_2020-08-01_10Q_extracted.txt,179399,23752,0.8251936679016504,2.534523408555069,2.02509262377905,1.0357022566520715,1.1998989558773998,0.2484001347254968,0.3747052879757494,0.9093971034018189,139133,7790,1874,1.905523745368811,5.612832603570226,2320
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006281_2021-01-30_10Q_extracted.txt,155937,20868,0.848188614146061,2.9087598236534404,2.3001725129384707,1.1932144910868314,1.3992716120375694,0.30189764232317423,0.42169829403871956,0.9823653440674717,122720,5484,1287,1.907082614529423,5.61505654590761,2227
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006281_2021-05-01_10Q_extracted.txt,156912,20773,0.8520675877340779,2.8402252924469265,2.3347614692148464,1.160159822846965,1.4104847638761855,0.3080922351128869,0.40918499975930295,0.982043999422327,121235,6780,1609,1.9051653588793145,5.612188899051653,2174
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006281_2021-07-31_10Q_extracted.txt,161518,21364,0.8472196217936717,2.8131436060662796,2.288897210260251,1.1655120763901892,1.3761467889908259,0.2995693690320165,0.40254633963677217,0.9689196779629283,125216,7085,1619,1.9035293016289085,5.606534356862011,2195
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006281_2022-01-29_10Q_extracted.txt,139224,18621,0.8270232533161485,2.7764352075613554,2.51866172600827,1.2244240373771549,1.4660866763331721,0.3061060093442887,0.31147629020997797,0.8270232533161485,109569,4958,1126,1.9215401965522796,5.645078137586596,2073
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006281_2022-04-30_10Q_extracted.txt,150101,19724,0.8213344149259785,2.9304400730075035,2.443723382680998,1.3181910363009532,1.409450415737173,0.2889880348813628,0.29405800040559726,0.8010545528290407,116058,6720,1538,1.916244169539647,5.633390792942608,2115
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006281_2022-07-30_10Q_extracted.txt,150363,19716,0.8013795901805639,2.8910529519172243,2.4497869750456482,1.2680056806654494,1.4150943396226416,0.28910529519172246,0.29417731791438423,0.8165956583485494,116365,6800,1498,1.9186954757557313,5.6434368025968755,2121
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006281_2023-01-28_10Q_extracted.txt,60537,7250,0.4827586206896552,0.8827586206896552,1.1724137931034484,1.1172413793103448,0.27586206896551724,0.19310344827586207,0.27586206896551724,0.6896551724137931,44365,4730,1016,1.8997241379310346,5.602206896551724,1055
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006281_2023-04-29_10Q_extracted.txt,67499,7868,0.4829689883070666,0.864260294865277,1.1311642094560244,1.0167768174885612,0.27961362480935437,0.1779359430604982,0.26690391459074736,0.5592272496187087,48038,6303,1333,1.8839603457041179,5.567361464158617,1080
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006281_2023-07-29_10Q_extracted.txt,73525,8756,0.5938784833257195,1.027866605756053,1.1420740063956145,1.1763362265874828,0.27409776153494747,0.1827318410232983,0.25125628140703515,0.559616263133851,52791,6482,1376,1.8764275925079945,5.553791685701233,1189
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006281_2024-02-03_10Q_extracted.txt,62084,7400,0.527027027027027,1.0945945945945945,1.2567567567567568,1.2297297297297296,0.2972972972972973,0.17567567567567569,0.2702702702702703,0.6621621621621622,45662,4757,1049,1.9052702702702702,5.633378378378378,1100
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006281_2024-05-04_10Q_extracted.txt,70653,8252,0.46049442559379544,0.9452253999030538,1.187590887057683,1.1512360639844887,0.31507513330101794,0.15753756665050897,0.24236548715462916,0.6180319922443044,49791,6670,1477,1.8673048957828404,5.546534173533689,1096
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006281_2024-08-03_10Q_extracted.txt,72705,8519,0.5869233478107759,0.9156004225848104,1.2208005634464139,1.1034158938842586,0.3521540086864655,0.15260007043080173,0.23476933912431036,0.6104002817232069,51597,6867,1504,1.8640685526470242,5.549360253550886,1116
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006951_2019-01-27_10Q_extracted.txt,202169,25930,0.8522946394138065,2.0285383725414574,1.8819899730042424,0.7944465869649056,0.8137292711145392,0.3740840725028924,0.21596606247589667,1.0991129965291169,160183,5805,1652,1.968376397994601,5.869340532202083,2189
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006951_2019-04-28_10Q_extracted.txt,212516,26792,0.8995222454464019,2.019259480441923,1.8363690653926548,0.7763511495968947,0.7800836070468797,0.3620483726485518,0.20528515974917888,1.063750373245745,165094,7978,2412,1.9551731860256794,5.840176171991639,2199
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006951_2019-07-28_10Q_extracted.txt,213209,27092,0.8858703676362026,2.044884098626901,1.819725380186033,0.7714454451498597,0.7677543186180422,0.3432747674590285,0.2325409715045032,1.0962645799498005,166053,8094,2413,1.9477705595747823,5.820980363206851,2227
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006951_2020-01-26_10Q_extracted.txt,193897,25112,0.8322714240203887,2.122491239248168,1.9592226823829244,0.8442179037910162,0.8362535839439312,0.3663587129659127,0.22698311564192417,1.083147499203568,153907,5534,1617,1.9595412551768079,5.841828607836891,2247
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006951_2020-04-26_10Q_extracted.txt,223311,28475,0.8042142230026339,2.1176470588235294,1.942054433713784,0.7936786654960492,0.8639157155399473,0.33362598770851626,0.22124670763827922,1.0886742756804215,174179,8171,2392,1.944793678665496,5.8028797190518,2374
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006951_2020-07-26_10Q_extracted.txt,223991,28765,0.7682948027116286,2.1241091604380324,1.9016165478880582,0.782200590996002,0.8308708499913088,0.3302624717538675,0.2190161654788806,1.0811750391100294,175849,8407,2433,1.9421171562662958,5.802954980010429,2386
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006951_2021-01-31_10Q_extracted.txt,210592,27510,0.752453653217012,2.195565249000363,1.9411123227917122,0.9523809523809524,0.8542348237004724,0.3489640130861505,0.2035623409669211,1.0396219556524902,168333,5884,1705,1.9590330788804071,5.833914940021811,2369
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006951_2021-05-02_10Q_extracted.txt,222080,28383,0.7751118627347355,2.2337314589719197,1.9095937709192121,0.9477504139801994,0.8385301060493958,0.3417538667512243,0.1867314942042772,0.9829827713772329,173711,8232,2467,1.957756403480957,5.836874185251736,2376
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006951_2021-08-01_10Q_extracted.txt,220876,28268,0.7747276071883402,2.271119286826093,1.942125371444743,0.9586811942832886,0.8737795387010047,0.3396066223291354,0.18749115607754352,0.9869817461440498,173525,8194,2432,1.958999575491722,5.845302108391113,2369
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006951_2022-01-30_10Q_extracted.txt,205947,26760,0.7698056801195815,2.305680119581465,2.126307922272048,1.0089686098654709,0.9828101644245142,0.35500747384155457,0.1756352765321375,1.0351270553064276,164707,5771,1689,1.9734304932735427,5.868684603886398,2328
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006951_2022-05-01_10Q_extracted.txt,218881,28067,0.7767128656429259,2.3408273060890012,2.0736095770834075,0.9762354366337692,0.9584209213667295,0.34203869312716,0.16745644351017208,1.0011757580076246,171217,7846,2468,1.9649410339544662,5.84854099119963,2363
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006951_2022-07-31_10Q_extracted.txt,223870,28570,0.7700385019250963,2.310115505775289,2.0931046552327617,0.9800490024501224,0.9730486524326216,0.3535176758837942,0.1785089254462723,1.0220511025551278,175999,8238,2410,1.964403220161008,5.853622681134056,2395
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006951_2023-01-29_10Q_extracted.txt,185157,24465,0.7725321888412017,2.6364193746168,2.182709993868792,1.0750051093398734,1.079092581238504,0.2902105048027795,0.17984876353975066,0.9973431432658899,147378,5412,1561,1.9412630288166768,5.751440833844267,2242
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006951_2023-04-30_10Q_extracted.txt,193925,25253,0.7999049617867184,2.5897913119233356,2.0948006177483864,1.0335405694372946,1.0414604205440938,0.2851146398447709,0.186116501009781,1.0137409416702965,151929,7060,2096,1.9338692432582267,5.742525640517958,2240
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006951_2023-07-30_10Q_extracted.txt,195670,25424,0.7827249842668345,2.576305852737571,2.0571113908118313,1.0580553807426054,1.0187224669603523,0.27533039647577096,0.18093140339836375,0.9951227186910007,153451,7267,2068,1.936398678414097,5.75436595342983,2234
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006951_2024-01-28_10Q_extracted.txt,185308,24385,0.8324789829813409,2.583555464424851,2.062743489850318,1.1318433463194586,1.0457248308386302,0.29936436333811767,0.2255484929259791,1.008816895632561,147559,5453,1547,1.9502973139224933,5.777199097806029,2239
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006951_2024-04-28_10Q_extracted.txt,193673,25085,0.8570859079130956,2.5592983854893365,2.0211281642415786,1.1002591189954156,1.020530197329081,0.2910105640821208,0.21925453458241975,0.9886386286625474,151948,7245,2060,1.9425951764002392,5.765078732310146,2238
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000006951_2024-07-28_10Q_extracted.txt,198930,25840,0.8320433436532508,2.527089783281734,2.0239938080495357,1.0758513931888545,1.0294117647058822,0.2825077399380805,0.2089783281733746,0.9829721362229102,156061,7451,2103,1.9410990712074303,5.764009287925696,2261
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000007084_2019-03-31_10Q_extracted.txt,130246,16104,0.8072528564331842,1.5586189766517635,0.912816691505216,1.1053154495777446,0.17386984600099353,0.17386984600099353,0.1055638350720318,0.5899155489319424,99915,5472,1592,1.952123695976155,5.81613263785395,1704
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000007084_2019-06-30_10Q_extracted.txt,161206,19166,0.8191589272670354,1.6383178545340709,0.7826359177710528,1.0382969842429302,0.13043931962850883,0.17217990190963164,0.088698737347386,0.5687154335802984,121083,8410,2414,1.968590211833455,5.845038088281331,1717
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000007084_2019-09-30_10Q_extracted.txt,167416,20061,0.9570809032451024,1.6399980060814514,0.7975674193709186,1.1265639798614226,0.1296047056477743,0.16449828024525198,0.10468072379243307,0.5184188225910972,126418,8288,2419,1.9536413937490653,5.810278650117143,1777
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000007084_2020-03-31_10Q_extracted.txt,142210,17706,0.9601265107873038,1.6096238563198917,0.9431831017734102,1.2368688580142324,0.19202530215746075,0.18072969614819837,0.14684287812041116,0.5026544674121767,108706,5755,1710,1.928668248051508,5.757822207161414,1811
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000007084_2020-06-30_10Q_extracted.txt,171465,20693,1.159812496979655,1.5899096312762768,0.8070361958150098,1.014835934857198,0.14497656212245688,0.16913932247619967,0.09181848934422268,0.4929203112163534,128364,8607,2556,1.936210312666119,5.762963320929783,1814
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000007084_2020-09-30_10Q_extracted.txt,183522,22079,1.123239277141175,1.5399248154354817,0.7246705013814031,1.0145387019339642,0.13587571900901307,0.15852167217718194,0.10870057520721048,0.5072693509669821,137695,9120,2705,1.9268535712668147,5.753657321436659,1881
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000007084_2021-03-31_10Q_extracted.txt,128839,15935,0.9099466582993411,1.4559146532789458,0.8409162221524945,1.2802008158142455,0.13178537809852525,0.18198933165986822,0.09413241292751805,0.5396925007844368,99171,5594,1784,1.951364919987449,5.8280514590524,1738
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000007084_2021-06-30_10Q_extracted.txt,165153,19888,1.2972646822204343,1.5788415124698312,0.673773129525342,1.1816170555108607,0.10559131134352373,0.16090104585679807,0.07039420756234915,0.5732099758648431,125224,8585,2737,1.9573109412711183,5.836333467417538,1840
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000007084_2021-09-30_10Q_extracted.txt,171625,20500,1.2634146341463415,1.5853658536585367,0.6975609756097562,1.1268292682926828,0.10243902439024391,0.16097560975609757,0.07804878048780488,0.5414634146341463,129927,9196,2928,1.9568780487804878,5.823365853658537,1832
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000007084_2022-03-31_10Q_extracted.txt,127939,15856,0.9460141271442987,1.7154389505549947,0.977547931382442,1.292885973763875,0.22073662966700303,0.18920282542885974,0.11352169525731584,0.5802219979818365,98202,5742,1817,1.9431760847628659,5.79383198789102,1761
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000007084_2022-06-30_10Q_extracted.txt,166200,20050,1.311720698254364,1.7007481296758105,0.8379052369077307,1.2169576059850373,0.16957605985037405,0.16957605985037405,0.08977556109725686,0.5586034912718204,125867,8738,2742,1.9510224438902743,5.811022443890274,1844
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000007084_2022-09-30_10Q_extracted.txt,173760,20835,1.2574994000479962,1.6798656107511398,0.8303335733141348,1.1375089992800576,0.16318694504439646,0.16318694504439646,0.1247900167986561,0.5471562275017999,131966,9014,2833,1.9493160547156227,5.8098872090232785,1901
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000007084_2023-03-31_10Q_extracted.txt,129257,15999,0.9125570348146759,1.550096881055066,0.8063003937746109,1.3500843802737672,0.11250703168948059,0.17501093818363647,0.10625664104006502,0.5875367210450653,99148,5822,1856,1.9464341521345083,5.806487905494094,1774
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000007084_2023-06-30_10Q_extracted.txt,163317,19646,1.165631680749262,1.5524788761070956,0.7736943907156674,1.185992059452306,0.08653160948793648,0.16797312430011196,0.08653160948793648,0.5293698462791407,123472,8705,2731,1.9549526621195155,5.819607044691031,1826
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000007084_2023-09-30_10Q_extracted.txt,168498,20136,1.1174016686531585,1.7034167659912594,0.8293603496225664,1.27632101708383,0.10429082240762813,0.1738180373460469,0.08939213349225268,0.5760826380611839,127772,8883,2785,1.9610647596344855,5.833333333333333,1921
C:/code/s-p500-10-Q-sentiment-return-analysis/sec_parser_subset\0000007084_2024-03-31_10Q_extracted.txt,142428,17600,0.8806818181818181,1.9318181818181817,0.9375,1.471590909090909,0.11931818181818182,0.1875,0.11931818181818182,0.5738636363636364,109624,6230,2001,1.967443181818182,5.860738636363636,1805
